candidate_id,age,gender,education,previous_job_roles,experience (years),languages,skills
130797,51,Other,Master's Degree,Legal Assistant,10,['English'],"{'Legal Research': 4, 'Document Drafting': 8, 'Case Management': 10, 'Legal Writing': 2}"
58379,23,Male,Master's Degree,Software Engineer,8,"['Marathi', 'Hindi', 'Sanskrit']","{'Python': 9, 'Java': 7, 'SQL': 7, 'JavaScript': 1, 'Software Development': 1}"
333662,54,Other,PhD,Librarian,10,"['Hindi', 'English', 'Marathi']","{'Library Science': 3, 'Cataloging': 7, 'Reference Services': 7, 'Library Management': 2}"
20746,52,Male,Master's Degree,Flight Attendant,5,"['Kannada', 'Sanskrit', 'English']","{'Cabin Crew': 7, 'Emergency Procedures': 3, 'Customer Service': 6, 'Safety Regulations': 2}"
769609,48,Female,High School,Marketing Manager,8,['Sanskrit'],"{'Marketing Strategy': 2, 'Digital Marketing': 0, 'Social Media Marketing': 3, 'Market Research': 10}"
379977,58,Female,PhD,Interior Designer,4,"['Sanskrit', 'Konkani', 'English']","{'Interior Design': 1, 'Space Planning': 6, 'Furniture Design': 4, 'Color Theory': 4}"
225319,46,Female,PhD,Financial Analyst,4,['Hindi'],"{'Financial Analysis': 2, 'Accounting': 2, 'Excel': 2, 'Financial Modeling': 9}"
200894,34,Male,Master's Degree,Truck Driver,1,"['Kannada', 'Sanskrit', 'Marathi']","{'Commercial Driving': 6, 'Route Planning': 9, 'Vehicle Maintenance': 7, 'Logistics': 10}"
116939,58,Other,Bachelor's Degree,Financial Analyst,7,['Marathi'],"{'Financial Analysis': 7, 'Accounting': 4, 'Excel': 4, 'Financial Modeling': 2}"
113344,34,Male,High School,Human Resources Manager,8,"['Marathi', 'Kannada', 'Konkani']","{'Recruitment': 8, 'Employee Relations': 1, 'Performance Management': 10, 'HR Policies': 9}"
983998,62,Male,High School,Geologist,9,"['English', 'Konkani', 'Marathi']","{'Geology': 6, 'Geological Mapping': 3, 'Mineral Exploration': 4, 'Field Work': 10}"
573910,24,Female,High School,Social Worker,7,"['Hindi', 'Kannada', 'English']","{'Social Services': 10, 'Case Management': 0, 'Counseling': 2, 'Community Outreach': 5}"
873883,49,Female,Master's Degree,Human Resources Manager,9,['Hindi'],"{'Recruitment': 10, 'Employee Relations': 2, 'Performance Management': 6, 'HR Policies': 4}"
46279,36,Female,PhD,Legal Assistant,3,"['Kannada', 'Konkani']","{'Legal Research': 5, 'Document Drafting': 0, 'Case Management': 9, 'Legal Writing': 2}"
397804,47,Female,Master's Degree,Fitness Trainer,10,"['Kannada', 'Hindi']","{'Personal Training': 1, 'Fitness Programming': 3, 'Nutrition Counseling': 4, 'Strength Training': 1}"
834568,58,Female,Bachelor's Degree,Electrical Engineer,5,['Konkani'],"{'Electrical Engineering': 0, 'Circuit Design': 5, 'PLC Programming': 1, 'Power Systems': 6}"
73231,26,Male,High School,Interior Designer,2,"['Kannada', 'Hindi', 'Sanskrit']","{'Interior Design': 4, 'Space Planning': 4, 'Furniture Design': 2, 'Color Theory': 8}"
16254,60,Other,PhD,Teacher,5,"['English', 'Konkani']","{'Teaching': 8, 'Lesson Planning': 7, 'Classroom Management': 10, 'Curriculum Development': 5}"
285419,47,Female,Master's Degree,Executive Assistant,9,"['Marathi', 'Hindi']","{'Administrative Support': 4, 'Calendar Management': 7, 'Meeting Coordination': 1, 'Travel Arrangements': 9}"
990502,46,Male,Bachelor's Degree,Civil Engineer,4,"['Marathi', 'Sanskrit', 'Hindi']","{'Civil Engineering': 6, 'Structural Analysis': 0, 'Construction Management': 9, 'Geotechnical Engineering': 1}"
449704,56,Female,Master's Degree,Teacher,9,"['Sanskrit', 'English', 'Konkani']","{'Teaching': 9, 'Lesson Planning': 0, 'Classroom Management': 7, 'Curriculum Development': 2}"
905461,36,Other,PhD,Web Developer,1,"['Marathi', 'Sanskrit']","{'HTML': 1, 'CSS': 3, 'JavaScript': 1, 'Responsive Web Design': 3}"
889960,33,Male,PhD,Journalist,5,"['English', 'Kannada']","{'Journalism': 4, 'News Reporting': 2, 'Investigative Journalism': 7, 'Interviewing': 7}"
702159,59,Female,Master's Degree,Social Worker,0,"['Marathi', 'Sanskrit']","{'Social Services': 10, 'Case Management': 8, 'Counseling': 10, 'Community Outreach': 2}"
838546,62,Female,Bachelor's Degree,Accountant,1,"['English', 'Konkani', 'Hindi']","{'Financial Accounting': 10, 'Taxation': 4, 'Auditing': 8, 'Accounting Software': 1}"
168929,44,Male,Master's Degree,Plumber,2,['English'],"{'Plumbing': 8, 'Pipefitting': 0, 'Drain Cleaning': 3, 'Plumbing Tools': 5}"
948867,45,Other,PhD,Registered Nurse,3,['English'],"{'Nursing': 10, 'Patient Care': 0, 'Medical Terminology': 8, 'Emergency Medicine': 3}"
677609,40,Female,Bachelor's Degree,Journalist,2,['Sanskrit'],"{'Journalism': 1, 'News Reporting': 4, 'Investigative Journalism': 10, 'Interviewing': 4}"
332354,29,Male,Bachelor's Degree,Chef,1,"['Konkani', 'Kannada']","{'Culinary Arts': 1, 'Food Safety': 5, 'Menu Planning': 5, 'Cuisine Techniques': 0}"
452444,27,Male,High School,Accountant,3,['English'],"{'Financial Accounting': 5, 'Taxation': 9, 'Auditing': 5, 'Accounting Software': 4}"
177181,49,Other,Bachelor's Degree,Electrician,6,"['English', 'Konkani']","{'Electrical Wiring': 6, 'Electrical Maintenance': 1, 'Circuit Troubleshooting': 2, 'Safety Procedures': 5}"
16241,33,Female,Master's Degree,Legal Assistant,0,"['English', 'Marathi']","{'Legal Research': 10, 'Document Drafting': 6, 'Case Management': 2, 'Legal Writing': 7}"
288653,57,Male,Master's Degree,Quality Assurance Analyst,3,"['English', 'Sanskrit']","{'Quality Assurance': 5, 'Software Testing': 1, 'Test Automation': 3, 'Bug Tracking': 7}"
270382,36,Other,PhD,Dentist,6,"['Kannada', 'Sanskrit']","{'Dentistry': 2, 'Oral Surgery': 5, 'Dental Implants': 8, 'Endodontics': 7}"
670452,32,Female,Bachelor's Degree,Librarian,7,['English'],"{'Library Science': 4, 'Cataloging': 10, 'Reference Services': 7, 'Library Management': 6}"
805088,28,Male,High School,Architect,8,"['Hindi', 'Sanskrit', 'Konkani']","{'AutoCAD': 10, 'Architecture Design': 0, 'Building Regulations': 6, 'Construction Management': 1}"
78741,45,Male,Bachelor's Degree,Graphic Designer,1,"['Kannada', 'English', 'Marathi']","{'Adobe Photoshop': 2, 'Adobe Illustrator': 8, 'Graphic Design': 10, 'Typography': 3}"
982136,54,Female,PhD,Phlebotomist,2,['Konkani'],"{'Phlebotomy': 2, 'Venipuncture': 4, 'Specimen Collection': 5, 'Medical Terminology': 7}"
768144,34,Other,PhD,Photographer,2,"['Konkani', 'Kannada']","{'Photography': 8, 'Digital Editing': 5, 'Composition': 5, 'Lighting Techniques': 2}"
706514,64,Other,Bachelor's Degree,Marketing Manager,0,"['Konkani', 'Hindi']","{'Marketing Strategy': 0, 'Digital Marketing': 5, 'Social Media Marketing': 7, 'Market Research': 6}"
426099,59,Other,PhD,Environmental Scientist,10,"['English', 'Marathi', 'Kannada']","{'Environmental Science': 7, 'Environmental Impact Assessment': 4, 'Data Analysis': 5, 'Field Sampling': 9}"
577818,54,Other,PhD,Data Scientist,5,['English'],"{'Python': 2, 'R': 7, 'Machine Learning': 6, 'Data Analysis': 9, 'Statistics': 1}"
175037,46,Male,PhD,Dentist,0,"['Konkani', 'English', 'Kannada']","{'Dentistry': 8, 'Oral Surgery': 2, 'Dental Implants': 7, 'Endodontics': 2}"
838647,47,Female,Master's Degree,Data Scientist,7,['Kannada'],"{'Python': 1, 'R': 6, 'Machine Learning': 5, 'Data Analysis': 4, 'Statistics': 0}"
159370,42,Male,High School,Registered Nurse,2,"['Sanskrit', 'Konkani']","{'Nursing': 3, 'Patient Care': 6, 'Medical Terminology': 2, 'Emergency Medicine': 4}"
983095,52,Other,Master's Degree,Teacher,3,"['Hindi', 'Sanskrit']","{'Teaching': 6, 'Lesson Planning': 10, 'Classroom Management': 3, 'Curriculum Development': 5}"
813965,58,Male,High School,Human Resources Manager,1,"['Hindi', 'English']","{'Recruitment': 2, 'Employee Relations': 0, 'Performance Management': 10, 'HR Policies': 9}"
340039,34,Other,Master's Degree,Interior Designer,6,['English'],"{'Interior Design': 4, 'Space Planning': 0, 'Furniture Design': 7, 'Color Theory': 9}"
561247,52,Female,High School,Project Manager,3,['English'],"{'Project Management': 10, 'Risk Management': 9, 'Stakeholder Management': 3, 'Agile Methodologies': 6}"
176985,29,Female,High School,Librarian,9,['Konkani'],"{'Library Science': 6, 'Cataloging': 6, 'Reference Services': 7, 'Library Management': 7}"
750126,27,Other,Bachelor's Degree,Customer Service Representative,5,"['Sanskrit', 'English', 'Hindi']","{'Customer Support': 3, 'Communication Skills': 4, 'Problem Solving': 10, 'CRM Software': 5}"
798331,36,Other,Master's Degree,Dentist,9,['Sanskrit'],"{'Dentistry': 6, 'Oral Surgery': 5, 'Dental Implants': 4, 'Endodontics': 3}"
938040,55,Female,High School,Chef,4,['Konkani'],"{'Culinary Arts': 4, 'Food Safety': 3, 'Menu Planning': 5, 'Cuisine Techniques': 0}"
146449,60,Other,Bachelor's Degree,Biologist,7,"['Konkani', 'Kannada', 'Hindi']","{'Biology': 7, 'Genetics': 8, 'Ecology': 1, 'Research Methods': 6}"
173574,51,Other,Bachelor's Degree,Social Worker,1,['Konkani'],"{'Social Services': 5, 'Case Management': 9, 'Counseling': 4, 'Community Outreach': 5}"
946336,34,Female,High School,Teacher,6,"['Sanskrit', 'Konkani']","{'Teaching': 10, 'Lesson Planning': 3, 'Classroom Management': 4, 'Curriculum Development': 4}"
498055,42,Other,PhD,Geologist,9,['Marathi'],"{'Geology': 2, 'Geological Mapping': 1, 'Mineral Exploration': 6, 'Field Work': 6}"
822182,64,Male,PhD,Chef,4,['Marathi'],"{'Culinary Arts': 2, 'Food Safety': 3, 'Menu Planning': 3, 'Cuisine Techniques': 6}"
443365,30,Female,Master's Degree,Registered Nurse,7,"['Kannada', 'Hindi', 'Marathi']","{'Nursing': 8, 'Patient Care': 2, 'Medical Terminology': 7, 'Emergency Medicine': 2}"
680254,36,Female,High School,Security Guard,1,['Marathi'],"{'Security Operations': 7, 'Surveillance': 0, 'Security Patrolling': 0, 'Emergency Response': 8}"
254283,41,Female,PhD,Librarian,9,"['Marathi', 'Sanskrit', 'English']","{'Library Science': 9, 'Cataloging': 2, 'Reference Services': 1, 'Library Management': 8}"
432690,39,Female,PhD,Dentist,8,['Sanskrit'],"{'Dentistry': 5, 'Oral Surgery': 4, 'Dental Implants': 1, 'Endodontics': 3}"
82789,65,Female,PhD,Geologist,3,"['English', 'Kannada', 'Sanskrit']","{'Geology': 0, 'Geological Mapping': 10, 'Mineral Exploration': 7, 'Field Work': 6}"
646134,51,Other,Master's Degree,Electrician,10,"['Kannada', 'Konkani']","{'Electrical Wiring': 1, 'Electrical Maintenance': 2, 'Circuit Troubleshooting': 10, 'Safety Procedures': 10}"
687495,34,Other,High School,Web Developer,0,"['Konkani', 'Sanskrit', 'Marathi']","{'HTML': 10, 'CSS': 7, 'JavaScript': 0, 'Responsive Web Design': 9}"
252676,50,Male,Master's Degree,Mechanical Engineer,7,"['Konkani', 'Kannada']","{'AutoCAD': 2, 'Mechanical Design': 6, 'SolidWorks': 2, 'Manufacturing Processes': 9}"
211269,50,Other,High School,Quality Assurance Analyst,3,"['Kannada', 'Konkani', 'Hindi']","{'Quality Assurance': 3, 'Software Testing': 2, 'Test Automation': 7, 'Bug Tracking': 1}"
698962,34,Other,Bachelor's Degree,Marketing Manager,6,"['Konkani', 'Sanskrit', 'English']","{'Marketing Strategy': 7, 'Digital Marketing': 1, 'Social Media Marketing': 5, 'Market Research': 9}"
72322,57,Other,PhD,Quality Assurance Analyst,9,"['Konkani', 'Marathi']","{'Quality Assurance': 2, 'Software Testing': 3, 'Test Automation': 8, 'Bug Tracking': 2}"
289931,45,Other,PhD,Phlebotomist,6,"['Kannada', 'Hindi']","{'Phlebotomy': 9, 'Venipuncture': 5, 'Specimen Collection': 4, 'Medical Terminology': 1}"
860923,30,Other,PhD,Security Guard,9,['Konkani'],"{'Security Operations': 2, 'Surveillance': 8, 'Security Patrolling': 0, 'Emergency Response': 2}"
948086,23,Other,High School,Electrician,2,"['Kannada', 'Sanskrit']","{'Electrical Wiring': 10, 'Electrical Maintenance': 8, 'Circuit Troubleshooting': 8, 'Safety Procedures': 0}"
953485,51,Male,Bachelor's Degree,Geologist,10,"['English', 'Kannada']","{'Geology': 9, 'Geological Mapping': 7, 'Mineral Exploration': 8, 'Field Work': 0}"
768848,34,Other,High School,Sales Representative,2,['Kannada'],"{'Sales Strategy': 4, 'Negotiation': 2, 'Client Relationship Management': 9, 'CRM Software': 1}"
558196,26,Male,Master's Degree,Social Worker,3,"['Sanskrit', 'Hindi', 'English']","{'Social Services': 7, 'Case Management': 9, 'Counseling': 3, 'Community Outreach': 6}"
54061,48,Other,High School,Hair Stylist,2,"['Marathi', 'Hindi', 'Kannada']","{'Hairstyling': 3, 'Hair Coloring': 10, 'Haircutting': 9, 'Salon Management': 8}"
935197,34,Female,Master's Degree,Truck Driver,2,['Kannada'],"{'Commercial Driving': 9, 'Route Planning': 8, 'Vehicle Maintenance': 1, 'Logistics': 5}"
622552,65,Male,Bachelor's Degree,Accountant,4,"['Sanskrit', 'Konkani', 'Kannada']","{'Financial Accounting': 1, 'Taxation': 10, 'Auditing': 10, 'Accounting Software': 7}"
440694,65,Female,High School,Pharmacist,0,"['English', 'Hindi']","{'Pharmacology': 0, 'Pharmacy Practice': 7, 'Medication Therapy Management': 3, 'Pharmaceutical Chemistry': 10}"
965981,44,Female,PhD,Biologist,6,"['Kannada', 'Konkani', 'English']","{'Biology': 8, 'Genetics': 7, 'Ecology': 2, 'Research Methods': 7}"
18918,46,Other,PhD,Data Scientist,5,['English'],"{'Python': 7, 'R': 10, 'Machine Learning': 0, 'Data Analysis': 6, 'Statistics': 1}"
197300,63,Male,High School,Registered Nurse,0,"['Hindi', 'Kannada', 'Konkani']","{'Nursing': 6, 'Patient Care': 5, 'Medical Terminology': 0, 'Emergency Medicine': 0}"
798063,32,Female,Bachelor's Degree,Data Entry Clerk,6,"['Konkani', 'English', 'Marathi']","{'Data Entry': 3, 'Typing': 4, 'Data Management': 5, 'Microsoft Excel': 0}"
354270,40,Other,Master's Degree,Registered Nurse,9,['English'],"{'Nursing': 4, 'Patient Care': 8, 'Medical Terminology': 10, 'Emergency Medicine': 6}"
509757,31,Other,High School,Phlebotomist,8,['English'],"{'Phlebotomy': 2, 'Venipuncture': 8, 'Specimen Collection': 10, 'Medical Terminology': 6}"
703855,41,Other,Master's Degree,Interior Designer,10,"['Sanskrit', 'Hindi']","{'Interior Design': 1, 'Space Planning': 5, 'Furniture Design': 1, 'Color Theory': 6}"
211049,49,Male,Master's Degree,Civil Engineer,0,['Hindi'],"{'Civil Engineering': 7, 'Structural Analysis': 1, 'Construction Management': 4, 'Geotechnical Engineering': 2}"
491891,37,Female,PhD,Sales Representative,6,"['Kannada', 'Sanskrit']","{'Sales Strategy': 8, 'Negotiation': 1, 'Client Relationship Management': 4, 'CRM Software': 4}"
761973,29,Other,High School,Flight Attendant,3,"['English', 'Marathi']","{'Cabin Crew': 0, 'Emergency Procedures': 8, 'Customer Service': 6, 'Safety Regulations': 5}"
483016,36,Other,Bachelor's Degree,Data Entry Clerk,5,"['English', 'Kannada', 'Hindi']","{'Data Entry': 10, 'Typing': 8, 'Data Management': 8, 'Microsoft Excel': 9}"
48261,54,Female,High School,UX/UI Designer,2,['Kannada'],"{'User Experience Design': 5, 'User Interface Design': 8, 'Wireframing': 5, 'Prototyping': 6}"
561499,24,Female,Bachelor's Degree,Flight Attendant,3,['Marathi'],"{'Cabin Crew': 6, 'Emergency Procedures': 1, 'Customer Service': 7, 'Safety Regulations': 0}"
512550,37,Male,High School,UX/UI Designer,9,"['Hindi', 'Konkani', 'Sanskrit']","{'User Experience Design': 3, 'User Interface Design': 4, 'Wireframing': 5, 'Prototyping': 0}"
930210,38,Male,Master's Degree,Graphic Designer,4,"['Sanskrit', 'Hindi', 'Marathi']","{'Adobe Photoshop': 5, 'Adobe Illustrator': 1, 'Graphic Design': 4, 'Typography': 4}"
204193,25,Female,PhD,Network Engineer,6,"['English', 'Sanskrit']","{'Network Engineering': 4, 'Routing and Switching': 6, 'Firewall Configuration': 6, 'Network Security': 9}"
372386,64,Male,PhD,Social Worker,1,['Hindi'],"{'Social Services': 4, 'Case Management': 8, 'Counseling': 5, 'Community Outreach': 5}"
303932,29,Female,Master's Degree,Geologist,0,"['Marathi', 'Konkani']","{'Geology': 7, 'Geological Mapping': 1, 'Mineral Exploration': 0, 'Field Work': 6}"
812265,39,Female,Master's Degree,Librarian,2,"['Marathi', 'Sanskrit']","{'Library Science': 8, 'Cataloging': 9, 'Reference Services': 2, 'Library Management': 9}"
397379,47,Female,PhD,Software Tester,4,['Marathi'],"{'Software Testing': 8, 'Test Cases': 1, 'Bug Reporting': 5, 'Test Automation': 2}"
615313,44,Male,PhD,Event Planner,1,"['Kannada', 'Sanskrit', 'Marathi']","{'Event Planning': 10, 'Vendor Management': 9, 'Budgeting': 3, 'Event Coordination': 8}"
421990,43,Female,High School,Environmental Scientist,7,"['Hindi', 'Konkani', 'Kannada']","{'Environmental Science': 6, 'Environmental Impact Assessment': 1, 'Data Analysis': 3, 'Field Sampling': 4}"
296693,33,Female,PhD,Fitness Trainer,6,"['Hindi', 'Marathi']","{'Personal Training': 10, 'Fitness Programming': 7, 'Nutrition Counseling': 9, 'Strength Training': 4}"
184613,49,Female,Master's Degree,Registered Nurse,1,"['Konkani', 'English']","{'Nursing': 8, 'Patient Care': 4, 'Medical Terminology': 8, 'Emergency Medicine': 0}"
135915,40,Other,High School,Legal Assistant,5,"['Konkani', 'Marathi']","{'Legal Research': 3, 'Document Drafting': 9, 'Case Management': 9, 'Legal Writing': 9}"
803709,43,Other,High School,Electrical Engineer,10,"['Hindi', 'English', 'Kannada']","{'Electrical Engineering': 6, 'Circuit Design': 1, 'PLC Programming': 9, 'Power Systems': 0}"
248144,23,Male,PhD,Architect,6,"['Sanskrit', 'Marathi', 'Hindi']","{'AutoCAD': 3, 'Architecture Design': 6, 'Building Regulations': 10, 'Construction Management': 9}"
43036,58,Male,Master's Degree,Security Guard,10,"['English', 'Hindi']","{'Security Operations': 9, 'Surveillance': 6, 'Security Patrolling': 10, 'Emergency Response': 10}"
521428,31,Female,Master's Degree,Librarian,9,['English'],"{'Library Science': 10, 'Cataloging': 9, 'Reference Services': 2, 'Library Management': 5}"
605065,30,Male,High School,Electrical Engineer,10,['Sanskrit'],"{'Electrical Engineering': 0, 'Circuit Design': 10, 'PLC Programming': 1, 'Power Systems': 4}"
37911,57,Female,Master's Degree,Electrician,7,['Sanskrit'],"{'Electrical Wiring': 4, 'Electrical Maintenance': 7, 'Circuit Troubleshooting': 2, 'Safety Procedures': 3}"
802185,23,Male,Master's Degree,Environmental Scientist,2,"['Hindi', 'English']","{'Environmental Science': 3, 'Environmental Impact Assessment': 1, 'Data Analysis': 2, 'Field Sampling': 2}"
761382,51,Female,High School,Medical Assistant,6,"['English', 'Kannada', 'Sanskrit']","{'Medical Assisting': 3, 'Medical Office Procedures': 5, 'Vital Signs Measurement': 7, 'Electronic Health Records': 1}"
702276,25,Female,High School,Civil Engineer,5,"['Marathi', 'English', 'Sanskrit']","{'Civil Engineering': 1, 'Structural Analysis': 7, 'Construction Management': 3, 'Geotechnical Engineering': 4}"
420907,60,Female,High School,Truck Driver,7,"['Marathi', 'Hindi', 'English']","{'Commercial Driving': 4, 'Route Planning': 8, 'Vehicle Maintenance': 3, 'Logistics': 9}"
381099,54,Female,Bachelor's Degree,Hair Stylist,3,['Hindi'],"{'Hairstyling': 8, 'Hair Coloring': 3, 'Haircutting': 3, 'Salon Management': 8}"
969588,33,Male,High School,Biologist,1,"['Hindi', 'Konkani']","{'Biology': 6, 'Genetics': 4, 'Ecology': 5, 'Research Methods': 10}"
417575,24,Male,Bachelor's Degree,Project Manager,10,"['Sanskrit', 'Kannada']","{'Project Management': 0, 'Risk Management': 0, 'Stakeholder Management': 10, 'Agile Methodologies': 8}"
236513,53,Female,Master's Degree,IT Support Specialist,2,"['Kannada', 'English', 'Hindi']","{'Technical Support': 3, 'Troubleshooting': 5, 'Network Administration': 4, 'Hardware Repair': 7}"
864563,28,Other,Bachelor's Degree,Customer Service Representative,5,"['English', 'Sanskrit']","{'Customer Support': 2, 'Communication Skills': 7, 'Problem Solving': 5, 'CRM Software': 8}"
192787,25,Male,High School,Financial Analyst,4,['Marathi'],"{'Financial Analysis': 4, 'Accounting': 1, 'Excel': 6, 'Financial Modeling': 5}"
745524,40,Other,PhD,Civil Engineer,4,['English'],"{'Civil Engineering': 5, 'Structural Analysis': 2, 'Construction Management': 7, 'Geotechnical Engineering': 4}"
405655,64,Female,Bachelor's Degree,Graphic Designer,3,['Marathi'],"{'Adobe Photoshop': 7, 'Adobe Illustrator': 10, 'Graphic Design': 10, 'Typography': 3}"
894723,31,Male,PhD,Human Resources Manager,7,"['Kannada', 'Sanskrit', 'English']","{'Recruitment': 8, 'Employee Relations': 1, 'Performance Management': 1, 'HR Policies': 4}"
138548,63,Male,High School,Geologist,3,"['Kannada', 'English', 'Konkani']","{'Geology': 3, 'Geological Mapping': 7, 'Mineral Exploration': 10, 'Field Work': 7}"
977604,59,Other,Master's Degree,Data Scientist,6,"['Hindi', 'Marathi']","{'Python': 8, 'R': 1, 'Machine Learning': 5, 'Data Analysis': 0, 'Statistics': 3}"
839621,28,Male,Master's Degree,Pharmacist,3,"['Kannada', 'Konkani', 'Marathi']","{'Pharmacology': 5, 'Pharmacy Practice': 4, 'Medication Therapy Management': 2, 'Pharmaceutical Chemistry': 4}"
548525,52,Other,Master's Degree,Web Developer,10,['English'],"{'HTML': 4, 'CSS': 3, 'JavaScript': 0, 'Responsive Web Design': 8}"
76261,23,Male,PhD,Content Writer,4,['Hindi'],"{'Content Writing': 6, 'Copywriting': 9, 'SEO': 3, 'Blogging': 2}"
410611,30,Female,Master's Degree,Interior Designer,2,"['Marathi', 'Kannada']","{'Interior Design': 6, 'Space Planning': 6, 'Furniture Design': 0, 'Color Theory': 6}"
308878,58,Male,High School,Plumber,3,"['Kannada', 'Hindi', 'Sanskrit']","{'Plumbing': 2, 'Pipefitting': 7, 'Drain Cleaning': 9, 'Plumbing Tools': 4}"
495536,57,Male,PhD,Data Entry Clerk,10,"['Kannada', 'English', 'Konkani']","{'Data Entry': 5, 'Typing': 7, 'Data Management': 0, 'Microsoft Excel': 10}"
238977,57,Other,PhD,Librarian,9,['Sanskrit'],"{'Library Science': 2, 'Cataloging': 0, 'Reference Services': 8, 'Library Management': 9}"
770385,65,Male,High School,Environmental Scientist,4,"['Sanskrit', 'Marathi', 'English']","{'Environmental Science': 0, 'Environmental Impact Assessment': 6, 'Data Analysis': 0, 'Field Sampling': 4}"
552477,52,Other,High School,Customer Service Representative,8,['Marathi'],"{'Customer Support': 1, 'Communication Skills': 3, 'Problem Solving': 1, 'CRM Software': 0}"
30180,32,Other,Bachelor's Degree,Interior Designer,1,['Marathi'],"{'Interior Design': 1, 'Space Planning': 10, 'Furniture Design': 6, 'Color Theory': 6}"
851135,28,Male,Master's Degree,Plumber,9,"['Kannada', 'English']","{'Plumbing': 2, 'Pipefitting': 6, 'Drain Cleaning': 7, 'Plumbing Tools': 10}"
244697,26,Female,Bachelor's Degree,Security Guard,8,"['Kannada', 'Konkani']","{'Security Operations': 4, 'Surveillance': 1, 'Security Patrolling': 8, 'Emergency Response': 10}"
805804,59,Other,Bachelor's Degree,Content Writer,7,['Konkani'],"{'Content Writing': 0, 'Copywriting': 0, 'SEO': 6, 'Blogging': 10}"
683252,43,Female,High School,Dentist,7,"['Kannada', 'Hindi', 'Konkani']","{'Dentistry': 3, 'Oral Surgery': 3, 'Dental Implants': 6, 'Endodontics': 5}"
624738,24,Male,Bachelor's Degree,Biologist,4,['Sanskrit'],"{'Biology': 7, 'Genetics': 3, 'Ecology': 6, 'Research Methods': 10}"
804996,59,Female,Master's Degree,Human Resources Manager,4,"['English', 'Konkani', 'Kannada']","{'Recruitment': 7, 'Employee Relations': 3, 'Performance Management': 0, 'HR Policies': 4}"
602411,62,Female,PhD,Data Entry Clerk,7,"['English', 'Kannada', 'Konkani']","{'Data Entry': 6, 'Typing': 0, 'Data Management': 5, 'Microsoft Excel': 7}"
237642,62,Other,Master's Degree,Dentist,3,['Hindi'],"{'Dentistry': 9, 'Oral Surgery': 6, 'Dental Implants': 3, 'Endodontics': 9}"
394845,56,Female,PhD,Content Writer,1,"['Hindi', 'Konkani', 'Kannada']","{'Content Writing': 7, 'Copywriting': 5, 'SEO': 8, 'Blogging': 0}"
938930,41,Other,Master's Degree,UX/UI Designer,10,"['Hindi', 'Kannada']","{'User Experience Design': 1, 'User Interface Design': 1, 'Wireframing': 7, 'Prototyping': 7}"
200200,31,Other,PhD,Content Writer,0,"['English', 'Sanskrit', 'Kannada']","{'Content Writing': 2, 'Copywriting': 3, 'SEO': 6, 'Blogging': 3}"
208396,40,Female,Master's Degree,Translator,2,['Konkani'],"{'Translation': 7, 'Language Proficiency': 3, 'Interpreting': 5, 'Cultural Sensitivity': 9}"
292353,25,Female,Bachelor's Degree,Teacher,4,"['Hindi', 'English', 'Konkani']","{'Teaching': 3, 'Lesson Planning': 6, 'Classroom Management': 6, 'Curriculum Development': 0}"
239031,34,Female,PhD,Flight Attendant,5,"['Kannada', 'Marathi']","{'Cabin Crew': 3, 'Emergency Procedures': 7, 'Customer Service': 5, 'Safety Regulations': 1}"
937588,65,Female,High School,Project Manager,4,"['Marathi', 'Hindi', 'Konkani']","{'Project Management': 6, 'Risk Management': 1, 'Stakeholder Management': 3, 'Agile Methodologies': 1}"
483080,55,Other,Master's Degree,Truck Driver,7,"['Kannada', 'Sanskrit']","{'Commercial Driving': 4, 'Route Planning': 7, 'Vehicle Maintenance': 3, 'Logistics': 1}"
531818,24,Female,High School,Plumber,9,['Hindi'],"{'Plumbing': 8, 'Pipefitting': 2, 'Drain Cleaning': 1, 'Plumbing Tools': 9}"
480328,55,Female,PhD,Legal Assistant,6,"['Marathi', 'Hindi']","{'Legal Research': 8, 'Document Drafting': 5, 'Case Management': 2, 'Legal Writing': 6}"
445096,52,Male,PhD,Librarian,8,"['English', 'Hindi', 'Konkani']","{'Library Science': 3, 'Cataloging': 1, 'Reference Services': 0, 'Library Management': 4}"
279192,27,Male,Bachelor's Degree,Accountant,10,"['Kannada', 'Sanskrit']","{'Financial Accounting': 1, 'Taxation': 8, 'Auditing': 10, 'Accounting Software': 10}"
801039,50,Male,PhD,Project Manager,8,['Kannada'],"{'Project Management': 4, 'Risk Management': 6, 'Stakeholder Management': 6, 'Agile Methodologies': 10}"
279059,58,Female,High School,Journalist,7,"['Hindi', 'English', 'Kannada']","{'Journalism': 9, 'News Reporting': 3, 'Investigative Journalism': 0, 'Interviewing': 10}"
322157,30,Other,Master's Degree,Electrical Engineer,6,"['Sanskrit', 'English']","{'Electrical Engineering': 9, 'Circuit Design': 6, 'PLC Programming': 5, 'Power Systems': 2}"
648927,53,Male,High School,Interior Designer,10,['Konkani'],"{'Interior Design': 8, 'Space Planning': 2, 'Furniture Design': 10, 'Color Theory': 9}"
747705,63,Female,Bachelor's Degree,Flight Attendant,2,['Konkani'],"{'Cabin Crew': 0, 'Emergency Procedures': 1, 'Customer Service': 3, 'Safety Regulations': 4}"
603954,38,Other,PhD,Executive Assistant,9,['Hindi'],"{'Administrative Support': 7, 'Calendar Management': 6, 'Meeting Coordination': 0, 'Travel Arrangements': 5}"
